Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price
2015.00,47000.00,Diesel,Automatic,First,22.69 ,1995,190,5.00,29500.00
2007.00,75000.00,Petrol,Manual,Second,17.7 ,1497,78,5.00,1490.00
2013.00,54534.00,Petrol,Automatic,First,16.95 ,1197,78.9,5.00,3650.00
2018.00,13000.00,Diesel,Manual,First,23.0 ,1498,98.96,5.00,10900.00
2015.00,48808.00,Petrol,Manual,First,23.1 ,998,67.04,5.00,4300.00
2012.00,63001.00,Diesel,Manual,Second,20.77 ,1248,88.76,7.00,6110.00
2015.00,64771.00,Diesel,Manual,First,12.8 ,2494,102,8.00,15500.00
2016.00,34634.00,Petrol,Manual,First,17.8 ,1497,117.3,5.00,6900.00
2012.00,69242.00,Petrol,Manual,First,19.1 ,1197,85.8,5.00,4690.00
2011.00,33292.00,Petrol,Manual,First,18.5 ,1197,85.80,5.00,3190.00
2012.00,55000.00,Petrol,Automatic,Second,15.0 ,1396,98.6,5.00,3750.00
2019.00,1000.00,Petrol,Manual,First,17.19 ,1197,81.86,5.00,8600.00
2011.00,80000.00,Petrol,Manual,Second,17.0 ,1497,118,5.00,3850.00
2016.00,65003.00,Diesel,Automatic,First,13.6 ,4134,382,5.00,67830.00
2019.00,16573.00,Petrol,Manual,First,17.8 ,1198,86.7,5.00,9310.00
2008.00,152633.00,Petrol,Automatic,First,12.9 ,1799,130,5.00,3000.00
2015.00,53000.00,Petrol,Manual,First,18.6 ,1197,81.83,5.00,5500.00
2017.00,50129.00,Diesel,Manual,First,19.67 ,1582,126.2,5.00,13300.00
2013.00,63716.00,Diesel,Automatic,First,15.73 ,1968,174.33,5.00,23000.00
2018.00,11000.00,Petrol,Manual,First,24.7 ,796,47.3,5.00,3350.00
2012.00,115000.00,Diesel,Automatic,Third,15.06 ,1995,177,5.00,10000.00
2013.00,63265.00,Petrol,Manual,First,20.36 ,1197,78.9,5.00,2950.00
2016.00,20000.00,Diesel,Manual,First,21.66 ,1498,108.62,5.00,6750.00
2010.00,79000.00,Petrol,Manual,Third,16.47 ,1198,73.9,5.00,2440.00
2015.00,41000.00,Petrol,Manual,First,20.73 ,1373,91.1,5.00,5850.00
2015.00,26323.00,Petrol,Automatic,First,17.21 ,1197,103.5,5.00,7400.00
2016.00,76000.00,Diesel,Manual,First,24.4 ,1120,71,5.00,3800.00
2008.00,69972.00,Petrol,Manual,First,13.5 ,1799,130,5.00,3800.00
2008.00,69000.00,Petrol,Manual,First,17.7 ,1497,78,5.00,2700.00
2016.00,65000.00,Diesel,Manual,First,15.96 ,2523,62.1,7.00,7210.00
2016.00,29512.00,Petrol,Manual,First,17.4 ,1497,117.3,5.00,7900.00
2017.00,51000.00,Diesel,Manual,First,25.4 ,1186,73.97,5.00,4200.00
2014.00,58003.00,Diesel,Manual,First,19.01 ,1461,108.45,5.00,5750.00
2013.00,56500.00,Petrol,Automatic,First,16.98 ,998,66.1,5.00,3450.00
2014.00,29063.00,Diesel,Automatic,First,17.11 ,1968,174.33,5.00,25750.00
2018.00,46811.00,Diesel,Manual,First,16.0 ,2179,140,7.00,16590.00
2014.00,31897.00,Petrol,Manual,First,18.06 ,1198,74.96,5.00,4690.00
2009.00,52100.00,Diesel,Automatic,Second,13.2 ,1995,170,5.00,7500.00
2016.00,73000.00,Diesel,Manual,First,13.68 ,2393,147.8,7.00,16500.00
2009.00,31423.00,Petrol,Manual,First,17.0 ,1497,118,5.00,1990.00
2014.00,75180.00,Diesel,Manual,First,22.9 ,1248,74,5.00,5250.00
2013.00,75000.00,Diesel,Manual,Second,19.64 ,1461,108.45,5.00,5400.00
2014.00,15000.00,Petrol,Manual,First,16.47 ,1198,74,5.00,3900.00
2015.00,12000.00,Petrol,Manual,First,17.19 ,1197,81.86,5.00,5800.00
2014.00,32000.00,Diesel,Automatic,First,18.12 ,1995,190,5.00,30500.00
2017.00,44504.00,Diesel,Manual,First,23.4 ,1248,74,5.00,5600.00
2012.00,66000.00,Diesel,Automatic,First,0.0 ,2987,165,5.00,23000.00
2015.00,39437.00,Diesel,Manual,First,28.4 ,1248,74,5.00,5150.00
2017.00,36931.00,Diesel,Automatic,First,19.08 ,1582,126.2,5.00,9480.00
2016.00,17800.00,Petrol,Automatic,Second,21.9 ,624,37.48,4.00,2380.00
2009.00,71346.00,Petrol,Manual,First,17.5 ,1298,85.8,5.00,3800.00
2015.00,45000.00,Petrol,Manual,Second,18.6 ,1197,81.83,5.00,5500.00
2010.00,85155.00,Petrol,Manual,First,17.0 ,1197,80,5.00,3550.00
2015.00,48823.00,Petrol,Manual,First,20.73 ,1373,91.1,5.00,6350.00
2015.00,37000.00,Diesel,Automatic,First,12.7 ,2179,187.7,5.00,36000.00
2005.00,92000.00,Diesel,Manual,Second,16.1 ,1405,70,5.00,1100.00
2014.00,36000.00,Petrol,Manual,First,17.57 ,1193,88.7,5.00,3700.00
2016.00,24569.00,Diesel,Manual,First,16.0 ,1997,140,7.00,13500.00
2008.00,95000.00,Petrol,Automatic,Third,11.7 ,2354,177.6,5.00,2850.00
2015.00,25811.00,Petrol,Manual,Second,25.4 ,624,37.5,4.00,2130.00
2015.00,65000.00,Diesel,Manual,First,22.7 ,1582,126.2,5.00,7750.00
2017.00,100400.00,Diesel,Manual,First,25.0 ,1396,69,5.00,2850.00
2014.00,76414.00,Diesel,Manual,First,25.8 ,1498,98.6,5.00,4950.00
2012.00,82103.00,Diesel,Manual,First,15.1 ,2179,140,7.00,6200.00
2013.00,98000.00,Diesel,Automatic,First,18.56 ,1995,190,5.00,17500.00
2010.00,45252.00,Petrol,Manual,First,18.9 ,1197,81.86,5.00,2250.00
2017.00,10300.00,Petrol,Manual,First,21.4 ,1197,83.1,5.00,6750.00
2016.00,42024.00,Diesel,Automatic,First,19.08 ,1582,126.2,5.00,9730.00
2018.00,51236.00,Diesel,Manual,First,25.47 ,1248,88.50,7.00,8490.00
2013.00,52000.00,Petrol,Automatic,First,13.6 ,1598,181,4.00,25000.00
2015.00,42894.00,Diesel,Manual,First,23.2 ,1248,73.94,5.00,5590.00
2011.00,68000.00,Diesel,Automatic,First,15.6 ,1896,106,5.00,4800.00
2014.00,69000.00,Diesel,Manual,First,22.7 ,1498,89.84,5.00,5450.00
2017.00,10000.00,Petrol,Manual,First,18.6 ,1197,81.83,5.00,6500.00
2015.00,16000.00,Petrol,Manual,First,19.4 ,1198,86.8,5.00,4350.00
2013.00,46992.00,Diesel,Manual,First,25.8 ,1498,98.6,5.00,3750.00
2010.00,170000.00,Diesel,Automatic,Third,18.48 ,1995,177,5.00,12000.00
2014.00,58000.00,Diesel,Automatic,First,12.07 ,2967,241.4,7.00,32000.00
2015.00,50000.00,Diesel,Manual,Second,24.0 ,1120,70,5.00,4000.00
2011.00,39010.00,Diesel,Manual,First,23.08 ,1461,63.1,5.00,2600.00
2016.00,26946.00,Petrol,Manual,First,18.9 ,1197,82,5.00,4450.00
2015.00,28700.00,Petrol,Manual,First,21.1 ,814,55.2,5.00,2600.00
2011.00,60000.00,Petrol,Automatic,First,11.74 ,1796,186,5.00,16000.00
2014.00,38999.00,Diesel,Automatic,First,12.7 ,2179,187.7,5.00,32500.00
2016.00,39000.00,Diesel,Automatic,First,11.18 ,2696,184,7.00,13850.00
2018.00,7784.00,Petrol,Manual,First,20.73 ,1373,91.1,5.00,8760.00
2014.00,45710.00,Petrol,Automatic,First,11.8 ,3498,272,7.00,23680.00
2017.00,42000.00,Petrol,Automatic,First,22.0 ,1197,81.80,5.00,5500.00
2013.00,75995.00,Diesel,Automatic,Second,11.49 ,4367,335.3,5.00,65810.00
2013.00,57000.00,Diesel,Manual,First,19.01 ,1461,108.45,5.00,4990.00
2013.00,85350.00,Diesel,Manual,Second,22.32 ,1582,126.32,5.00,5700.00
2016.00,82725.00,Petrol,Automatic,First,14.28 ,1798,138.03,5.00,11990.00
2016.00,19000.00,Diesel,Automatic,Second,21.76 ,1995,190,5.00,29990.00
2018.00,13900.00,Petrol,Manual,First,18.88 ,1499,110.4,5.00,9500.00
2014.00,108000.00,Diesel,Manual,First,25.2 ,1248,74,5.00,5500.00
2016.00,36000.00,Diesel,Automatic,First,11.72 ,2199,194.3,7.00,23000.00
2013.00,62188.00,Diesel,Manual,First,17.2 ,1396,53.5,5.00,2950.00
2015.00,58397.00,Diesel,Manual,First,24.0 ,1120,70,5.00,4900.00
2006.00,85000.00,Petrol,Manual,Third,0.0 ,1086,null,5.00,1300.00
2016.00,30000.00,Petrol,Automatic,First,22.5 ,998,67,5.00,4250.00
2018.00,29907.00,Diesel,Manual,First,16.0 ,2179,140,7.00,16360.00
2009.00,46000.00,Diesel,Automatic,First,16.55 ,1968,147.51,5.00,9950.00
2012.00,65000.00,Diesel,Manual,First,20.54 ,1598,103.6,5.00,5500.00
2016.00,22000.00,Diesel,Manual,First,24.3 ,1248,88.5,5.00,8250.00
2002.00,99024.00,Petrol,Manual,First,17.3 ,993,60,5.00,950.00
2016.00,34952.00,Petrol,Manual,First,19.81 ,1086,68.05,5.00,4010.00
2019.00,13913.00,Petrol,Manual,First,17.5 ,1199,88.7,5.00,8200.00
2014.00,71000.00,Diesel,Manual,Second,25.1 ,1498,98.6,5.00,6200.00
2012.00,97000.00,Diesel,Automatic,First,11.5 ,2982,169,7.00,16750.00
2017.00,21000.00,Diesel,Automatic,First,16.0 ,2179,140,7.00,16500.00
2007.00,116000.00,Diesel,Manual,Third,10.9 ,2499,null,7.00,3750.00
2012.00,110438.00,Diesel,Manual,First,20.0 ,1399,68.05,5.00,3500.00
2017.00,66507.00,Petrol,Automatic,Second,19.0 ,1199,88.7,5.00,5430.00
2017.00,54650.00,Diesel,Automatic,First,10.91 ,3198,197,7.00,30350.00
2014.00,32000.00,Petrol,Automatic,First,17.97 ,1498,99.6,5.00,7990.00
2011.00,75378.00,Diesel,Manual,First,18.7 ,1896,66,5.00,3590.00
2012.00,82697.00,Diesel,Manual,First,25.44 ,936,57.6,5.00,1900.00
2009.00,135000.00,Petrol,Automatic,First,12.1 ,2362,164.7,5.00,4700.00
2012.00,149000.00,Diesel,Manual,First,19.01 ,1461,108.45,5.00,7250.00
2016.00,26212.00,Diesel,Automatic,First,17.9 ,2143,136,5.00,24460.00
2014.00,23500.00,Petrol,Manual,Second,17.57 ,1193,88.7,5.00,3900.00
2013.00,56127.00,Petrol,Manual,First,18.5 ,1197,80,5.00,5150.00
2015.00,26000.00,Petrol,Automatic,First,21.5 ,1197,81.80,5.00,3650.00
2016.00,26000.00,Diesel,Manual,First,25.4 ,1186,73.97,5.00,5000.00
2009.00,42000.00,Petrol,Manual,First,17.0 ,1497,118,5.00,2300.00
2001.00,130000.00,Petrol,Manual,Second,13.2 ,1495,94,5.00,750.00
2009.00,137148.00,Petrol,Manual,Second,13.9 ,1599,103.2,5.00,1850.00
2010.00,114703.00,Petrol,Manual,First,15.6 ,1196,70,5.00,1800.00
2014.00,97439.00,Diesel,Manual,First,25.8 ,1498,98.6,5.00,4410.00
2006.00,40000.00,Petrol,Manual,First,18.9 ,998,67.1,5.00,2000.00
2014.00,81609.00,Diesel,Manual,First,17.8 ,1248,null,5.00,5550.00
2014.00,28000.00,Diesel,Automatic,First,13.0 ,2987,258,5.00,31750.00
2015.00,37500.00,Diesel,Automatic,First,17.68 ,1968,174.33,5.00,32000.00
2010.00,37000.00,Diesel,Automatic,First,13.5 ,2987,282,5.00,21000.00
2010.00,83000.00,Diesel,Manual,First,19.3 ,1248,73.9,5.00,2750.00
2005.00,79012.00,Petrol,Manual,First,13.4 ,1794,125,5.00,2640.00
2018.00,27395.00,Diesel,Manual,First,15.4 ,2179,120,7.00,14190.00
2017.00,35362.00,Petrol,Manual,First,22.5 ,998,67.04,5.00,3850.00
2014.00,117000.00,Diesel,Manual,First,13.0 ,2982,168.5,7.00,15500.00
2010.00,23000.00,Petrol,Manual,First,18.2 ,1061,64,5.00,1900.00
2014.00,59508.00,Petrol,Manual,First,25.4 ,624,37.48,4.00,1260.00
2009.00,69000.00,Petrol,Manual,Second,18.5 ,1197,80,5.00,2400.00
2010.00,58000.00,Diesel,Automatic,First,22.69 ,1995,190,5.00,11500.00
2014.00,88511.00,Diesel,Manual,First,16.0 ,2179,140,7.00,8250.00
2011.00,66000.00,Petrol,Manual,First,15.8 ,1598,105,5.00,2750.00
2009.00,65000.00,Petrol,Manual,Second,17.5 ,1198,70,5.00,1400.00
2015.00,30676.00,Petrol,Manual,First,25.4 ,624,37.5,4.00,2900.00
2011.00,76000.00,Diesel,Manual,First,20.0 ,1399,68,5.00,2400.00
2013.00,23627.00,Petrol,Automatic,First,14.8 ,1598,105,5.00,4750.00
2018.00,52827.00,Diesel,Automatic,First,12.7 ,2179,187.7,5.00,44760.00
2015.00,64465.00,Diesel,Manual,First,26.0 ,1498,98.6,5.00,6220.00
2018.00,14000.00,Petrol,Automatic,First,22.5 ,999,67,5.00,4500.00
2015.00,26000.00,Petrol,Manual,First,18.9 ,1197,82,5.00,4250.00
2011.00,78203.00,Diesel,Automatic,First,18.1 ,1991,147.9,4.00,5500.00
2017.00,27000.00,Diesel,Manual,First,22.54 ,1396,88.73,5.00,6950.00
2018.00,31919.00,Petrol,Automatic,First,24.07 ,998,67.1,5.00,4560.00
2016.00,47392.00,Diesel,Manual,First,20.5 ,1582,126.2,5.00,13820.00
2016.00,17362.00,Petrol,Manual,First,18.0 ,1198,86.7,5.00,5650.00
2016.00,49716.00,Diesel,Manual,First,21.19 ,1396,88.73,5.00,6200.00
2014.00,48000.00,Petrol,Manual,First,23.1 ,998,67.04,5.00,3250.00
2009.00,46000.00,Diesel,Automatic,First,16.55 ,1968,147.51,5.00,8500.00
2016.00,79000.00,Diesel,Manual,First,24.8 ,1396,88.7,5.00,7250.00
2013.00,57000.00,Diesel,Manual,First,21.8 ,1461,78,5.00,4610.00
2016.00,29754.00,Petrol,Manual,First,16.2 ,1199,74,5.00,5300.00
2012.00,50123.00,Diesel,Manual,First,17.0 ,1405,70,5.00,1900.00
2012.00,57184.00,Petrol,Manual,First,20.36 ,1197,78.9,5.00,3090.00
2007.00,75000.00,Diesel,Automatic,Second,16.46 ,2993,258,5.00,9500.00
2015.00,26000.00,Diesel,Automatic,First,17.01 ,1582,126.2,5.00,12650.00
2016.00,22129.00,Petrol,Manual,First,18.9 ,1197,82,5.00,4250.00
2011.00,127887.00,Diesel,Manual,First,21.1 ,1248,73.9,5.00,2950.00
2006.00,92000.00,Diesel,Manual,First,10.5 ,2179,120,8.00,3450.00
2011.00,60634.00,Petrol,Manual,First,19.81 ,1086,68.05,5.00,3300.00
2014.00,90000.00,Diesel,Manual,First,14.0 ,2179,138.1,7.00,8000.00
2009.00,59000.00,Petrol,Manual,First,13.5 ,1799,130,5.00,2710.00
2012.00,59293.00,Petrol,Manual,First,18.2 ,998,67.1,5.00,2700.00
2012.00,80753.00,Diesel,Manual,Second,23.4 ,1248,74,5.00,4500.00
2015.00,40000.00,Diesel,Manual,Second,13.0 ,2982,168.5,7.00,18750.00
2014.00,103000.00,Diesel,Manual,Second,28.4 ,1248,74,5.00,5250.00
2012.00,72389.00,LPG,Manual,First,26.2,998,58.2,5.00,3200.00
2017.00,48000.00,Diesel,Manual,First,28.4 ,1248,73.75,5.00,6000.00
2014.00,41000.00,Petrol,Manual,First,18.9 ,1197,82,5.00,3140.00
2016.00,26000.00,Petrol,Manual,First,25.17 ,799,53.3,5.00,2550.00
2012.00,30000.00,Petrol,Manual,Second,15.64 ,1193,64.08,5.00,2300.00
2014.00,74624.00,Diesel,Manual,First,20.0 ,1399,68.05,5.00,5650.00
2015.00,47877.00,Diesel,Automatic,First,15.15 ,2967,240,5.00,48220.00
2016.00,35000.00,Petrol,Manual,First,24.07 ,998,67.1,5.00,3000.00
2015.00,52123.00,Diesel,Manual,First,20.34 ,1498,103.2,5.00,7500.00
2005.00,90000.00,Diesel,Manual,First,10.5 ,2179,120,8.00,2600.00
2018.00,1400.00,Diesel,Automatic,First,18.56 ,1995,190,5.00,61250.00
2009.00,122000.00,Petrol,Manual,Second,17.0 ,1497,118,5.00,3500.00
2016.00,21110.00,Petrol,Automatic,First,17.44 ,1998,189.08,4.00,28950.00
2015.00,78000.00,Diesel,Automatic,First,13.5 ,2477,175.56,6.00,15000.00
2012.00,72000.00,Diesel,Manual,First,19.3 ,1248,73.9,5.00,4250.00
2006.00,48000.00,Petrol,Automatic,First,8.6 ,5998,552,4.00,59000.00
2013.00,43486.00,Diesel,Manual,First,20.77 ,1248,88.76,7.00,6600.00
2007.00,199000.00,Diesel,Manual,Second,12.8 ,2494,102,7.00,5200.00
2010.00,34000.00,Petrol,Manual,First,11.7 ,1796,178,5.00,10000.00
2016.00,37944.00,Diesel,Automatic,First,14.84 ,2143,167.62,5.00,35000.00
2017.00,30000.00,Diesel,Manual,First,22.7 ,1498,89.84,5.00,8750.00
2015.00,64005.00,Petrol,Manual,First,17.71 ,1197,78.9,5.00,4570.00
2012.00,62000.00,Petrol,Manual,First,20.36 ,1197,78.9,5.00,2500.00
2005.00,105000.00,Petrol,Manual,First,0.0 ,999,null,5.00,1750.00
2014.00,59885.00,Diesel,Automatic,First,12.39 ,2179,147.51,5.00,20110.00
2011.00,144471.00,Diesel,Manual,First,12.8 ,2494,102,8.00,7800.00
2011.00,63991.00,Petrol,Manual,First,18.5 ,1197,80,5.00,3610.00
2007.00,72000.00,Petrol,Manual,Second,17.0 ,1086,null,5.00,1110.00
2015.00,34895.00,Petrol,Automatic,First,19.15 ,1198,75.94,5.00,4600.00
2015.00,97003.00,Diesel,Automatic,First,15.87 ,2993,308.43,5.00,85000.00
2015.00,45000.00,Petrol,Automatic,First,16.8 ,1497,118,5.00,5250.00
2013.00,45000.00,Diesel,Manual,Second,25.8 ,1498,98.6,5.00,3300.00
2013.00,100000.00,Diesel,Manual,Second,11.5 ,2982,171,7.00,17750.00
2016.00,70000.00,Diesel,Automatic,First,12.97 ,2179,187.7,5.00,35000.00
2016.00,37023.00,Diesel,Manual,First,19.67 ,1582,126.2,5.00,13390.00
2012.00,81000.00,Diesel,Manual,First,25.44 ,936,56.3,5.00,2500.00
2017.00,20789.00,Diesel,Automatic,First,11.36 ,2755,171.5,7.00,18360.00
2015.00,68310.00,Diesel,Manual,First,23.4 ,1248,74,5.00,5950.00
2015.00,47250.00,Diesel,Manual,Second,19.67 ,1582,126.2,5.00,11000.00
2014.00,47000.00,Diesel,Automatic,Second,12.65 ,2993,255,5.00,64750.00
2017.00,128000.00,Diesel,Manual,First,25.8 ,1498,98.6,5.00,6300.00
2017.00,17702.00,Petrol,Manual,First,15.29 ,1591,121.3,5.00,11940.00
2014.00,34987.00,Petrol,Automatic,First,18.19 ,1197,103.5,5.00,5950.00
2017.00,37000.00,Diesel,Manual,First,26.0 ,1498,98.6,5.00,11000.00
2017.00,38271.00,Petrol,Manual,First,15.29 ,1591,121.3,5.00,12530.00
2012.00,32510.00,Diesel,Manual,Second,20.0 ,1399,68,5.00,3750.00
2014.00,88000.00,Diesel,Automatic,First,14.69 ,2993,258,5.00,27000.00
2012.00,116000.00,Diesel,Manual,First,10.5 ,2835,107.2,6.00,9950.00
2013.00,156000.00,Diesel,Manual,First,19.87 ,1461,83.8,5.00,4200.00
2010.00,75319.00,Petrol,Manual,Second,21.1 ,1197,85.80,5.00,2000.00
2013.00,28000.00,Petrol,Manual,First,18.9 ,1197,82,5.00,3250.00
2017.00,16500.00,Diesel,Automatic,First,17.9 ,2143,136,5.00,34000.00
2016.00,75637.00,Diesel,Automatic,First,22.48 ,1995,190,5.00,30370.00
2018.00,32854.00,Petrol,Automatic,First,13.0 ,1591,121.3,5.00,12600.00
2019.00,6568.00,Petrol,Manual,First,25.17 ,799,53.3,5.00,5090.00
2014.00,30000.00,Diesel,Automatic,First,14.94 ,2967,241.4,5.00,24500.00
2018.00,17804.00,Diesel,Manual,Second,28.09 ,1248,88.5,5.00,7970.00
2011.00,69768.00,Petrol,Manual,First,16.0 ,1198,90,5.00,2900.00
2016.00,62404.00,Diesel,Automatic,First,22.69 ,1995,190,5.00,21330.00
2012.00,97000.00,Diesel,Automatic,Second,19.08 ,1582,126.32,5.00,6500.00
2016.00,55687.00,Diesel,Manual,First,21.38 ,1396,88.7,5.00,12150.00
2014.00,17000.00,Petrol,Manual,First,15.04 ,1598,103.2,5.00,4250.00
2017.00,34232.00,Diesel,Automatic,First,21.76 ,1995,190,5.00,35840.00
2004.00,135000.00,Petrol,Automatic,Third,14.4 ,1997,152,5.00,3000.00
2012.00,80000.00,Diesel,Manual,First,19.72 ,1461,108.45,5.00,6750.00
2014.00,31045.00,Petrol,Manual,Second,18.6 ,1197,81.83,5.00,5650.00
2013.00,58000.00,Diesel,Automatic,Second,16.96 ,1968,138.03,5.00,7500.00
2018.00,35480.00,Diesel,Manual,First,19.67 ,1582,126.2,5.00,13340.00
2016.00,62287.00,Diesel,Manual,First,28.09 ,1248,88.5,5.00,7900.00
2015.00,46162.00,Diesel,Manual,First,22.54 ,1396,88.73,5.00,6980.00
2014.00,9200.00,Petrol,Manual,First,17.01 ,1591,121.3,5.00,5750.00
2012.00,55339.00,Diesel,Manual,First,22.07 ,1199,73.9,5.00,2650.00
2011.00,55476.00,Diesel,Manual,First,22.07 ,1199,73.9,5.00,2490.00
2007.00,68553.00,Petrol,Manual,Second,15.0 ,1586,104.68,5.00,1500.00
2016.00,67376.00,Diesel,Manual,First,24.5 ,1498,98.6,7.00,6500.00
2013.00,42000.00,Diesel,Manual,First,19.64 ,1461,108.45,5.00,8000.00
2019.00,28069.00,Diesel,Automatic,First,12.9 ,2755,174.5,7.00,30850.00
2014.00,93144.00,Diesel,Automatic,First,14.7 ,1984,181,5.00,17150.00
2014.00,24300.00,Petrol,Automatic,First,23.1 ,998,67.04,5.00,4550.00
2015.00,47883.00,Diesel,Manual,Second,26.21 ,1248,88.5,5.00,7400.00
2013.00,12467.00,Diesel,Automatic,First,12.8 ,1968,167.6,5.00,25640.00
2013.00,56683.00,Diesel,Automatic,Second,17.05 ,1995,184,5.00,13500.00
2013.00,38000.00,Petrol,Manual,First,15.6 ,1196,70,5.00,3550.00
2018.00,35000.00,Diesel,Manual,First,22.7 ,1582,126.2,5.00,15000.00
2007.00,80000.00,Petrol,Manual,Second,13.9 ,1599,103.2,5.00,1950.00
2006.00,125000.00,Petrol,Manual,Second,13.5 ,1799,130,5.00,2300.00
2013.00,123000.00,Diesel,Manual,Second,12.55 ,2982,168.5,7.00,15000.00
2012.00,70000.00,Petrol,Manual,First,20.36 ,1197,78.9,5.00,3150.00
2012.00,87982.00,Diesel,Manual,First,21.64 ,1461,84.8,5.00,5000.00
2013.00,40714.00,Diesel,Automatic,Second,18.12 ,1995,190,5.00,24750.00
2008.00,83000.00,Diesel,Manual,Second,16.52 ,1991,123.7,5.00,2600.00
2011.00,86000.00,Petrol,Manual,First,20.36 ,1197,78.9,5.00,3750.00
2009.00,60002.00,Diesel,Manual,Second,17.5 ,1896,106,5.00,4850.00
2013.00,60000.00,Diesel,Automatic,First,10.0 ,2148,170,5.00,27000.00
2014.00,84677.00,Diesel,Manual,First,25.8 ,1498,98.6,5.00,3000.00
2017.00,23000.00,Diesel,Automatic,First,20.68 ,1995,190,5.00,28750.00
2016.00,81424.00,Diesel,Manual,First,12.99 ,2494,100.6,8.00,14490.00
2013.00,36400.00,Diesel,Automatic,First,7.5 ,4806,394.3,4.00,72000.00
2012.00,70000.00,Diesel,Manual,Second,22.71 ,1461,84.8,5.00,4000.00
2015.00,40000.00,Diesel,Manual,Second,26.59 ,1248,74,5.00,4500.00
2019.00,600.00,Petrol,Automatic,First,21.5 ,1197,81.80,5.00,6250.00
2015.00,65320.00,Diesel,Automatic,Second,16.96 ,1968,138.03,5.00,11500.00
2009.00,79000.00,Petrol,Manual,Third,9.8 ,2354,180,5.00,3100.00
2018.00,5000.00,Petrol,Manual,First,17.8 ,1497,117.3,5.00,10110.00
2019.00,6028.00,Petrol,Manual,First,17.01 ,1591,121.3,5.00,11540.00
2006.00,86000.00,Petrol,Manual,Second,18.9 ,998,67.1,5.00,1000.00
2013.00,160000.00,Diesel,Manual,Second,23.4 ,1248,74,5.00,2500.00
2011.00,59967.00,Petrol,Automatic,First,9.74 ,1984,208,5.00,18000.00
2018.00,43127.00,Diesel,Manual,First,23.59 ,1364,67.04,5.00,6850.00
2012.00,65727.00,Petrol,Manual,First,19.81 ,1086,68.05,5.00,2970.00
2013.00,70000.00,Petrol,Manual,First,17.01 ,1591,121.3,5.00,4750.00
2018.00,39861.00,Diesel,Manual,First,20.14 ,1498,88.8,5.00,7380.00
2017.00,16485.00,Diesel,Automatic,First,22.48 ,1995,187.74,5.00,42750.00
2010.00,77332.00,Diesel,Manual,Second,23.0 ,1396,90,5.00,3650.00
2017.00,17489.00,Petrol,Automatic,First,18.9 ,1197,82,5.00,5990.00
2012.00,125000.00,Diesel,Automatic,First,11.5 ,2982,169,7.00,13500.00
2016.00,35129.00,Petrol,Automatic,First,21.4 ,1197,83.1,5.00,7000.00
2016.00,22982.00,Petrol,Automatic,First,13.0 ,1591,121.3,5.00,10950.00
2013.00,54500.00,Petrol,Manual,Third,20.36 ,1197,78.9,5.00,2950.00
2017.00,16235.00,Diesel,Manual,First,24.7 ,1047,69,5.00,5500.00
2017.00,73641.00,Petrol,Automatic,First,14.67 ,1798,177.46,5.00,17080.00
2015.00,59572.00,Diesel,Manual,First,26.59 ,1248,74,5.00,6850.00
2014.00,112827.00,Petrol,Automatic,First,13.1 ,1997,141.1,5.00,10500.00
2010.00,118000.00,Diesel,Manual,First,12.8 ,2494,102,8.00,8750.00
2010.00,60000.00,Petrol,Manual,First,17.0 ,1497,118,5.00,2700.00
2012.00,75059.00,Petrol,Automatic,First,17.0 ,1591,121.3,5.00,4250.00
2018.00,3000.00,Diesel,Manual,First,23.59 ,1364,67.04,5.00,7900.00
2011.00,78000.00,Petrol,Automatic,Second,13.7 ,1798,157.75,5.00,4500.00
2012.00,47000.00,Diesel,Manual,First,21.64 ,1461,84.8,5.00,4000.00
2012.00,42000.00,Petrol,Manual,First,17.0 ,1497,118,5.00,4750.00
2018.00,6820.00,Diesel,Manual,First,22.54 ,1396,88.76,5.00,7650.00
2013.00,55176.00,Petrol,Manual,Second,17.4 ,1599,104,5.00,3470.00
2016.00,39854.00,Petrol,Manual,First,18.0 ,1198,86.7,5.00,5640.00
2013.00,24000.00,Petrol,Manual,First,16.47 ,1198,73.9,5.00,2950.00
2016.00,55000.00,Diesel,Manual,First,22.9 ,1248,74,5.00,5650.00
2012.00,45840.00,Diesel,Automatic,First,11.4 ,2953,153.86,7.00,8410.00
2006.00,155000.00,Petrol,Manual,Third,15.4 ,1590,94,5.00,850.00
2003.00,125000.00,Petrol,Manual,Second,18.9 ,998,67.1,5.00,800.00
2014.00,52951.00,Diesel,Manual,First,20.14 ,1498,88,5.00,5650.00
2013.00,49000.00,Petrol,Manual,First,17.1 ,1591,121.3,5.00,4500.00
2015.00,52000.00,Diesel,Manual,First,28.09 ,1248,88.5,5.00,6900.00
2001.00,227000.00,Diesel,Manual,Fourth & Above,0.0 ,2446,null,8.00,2200.00
2013.00,120005.00,Diesel,Manual,First,21.64 ,1461,84.8,5.00,4000.00
2015.00,33000.00,Petrol,Manual,First,15.0 ,1598,103.52,5.00,5600.00
2016.00,126000.00,Petrol,Manual,First,15.1 ,1196,73,7.00,2200.00
2013.00,66700.00,Petrol,Manual,First,15.0 ,1598,103.5,5.00,4000.00
2014.00,122000.00,Diesel,Manual,Second,12.55 ,2982,168.5,7.00,16000.00
2016.00,29000.00,Diesel,Manual,First,19.67 ,1582,126.2,5.00,12600.00
