Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,Transmission_Manual,Fuel_Type_Petrol,First_Owner
2011,55000,Diesel,Automatic,Second,11.7,2993,245,5,28000,0,0,0
2018,25082,Diesel,Automatic,First,28.4,1248,73.75,5,8370,0,0,1
2012,68350,Diesel,Manual,First,12.55,2982,168.5,7,14000,1,0,1
2015,50000,Diesel,Automatic,First,17.68,1968,174.33,5,36000,0,0,1
2015,97000,Diesel,Manual,First,27.3,1498,98.6,5,6400,1,0,1
2015,56238,Diesel,Automatic,First,11.33,4134,335.2,7,51690,0,0,1
2014,72618,Diesel,Manual,First,12.05,2179,120,7,8000,1,0,1
2012,62005,Diesel,Manual,First,18.3,1991,147.9,5,9800,1,0,1
2012,61250,Diesel,Manual,First,25.44,936,57.6,5,2700,1,0,1
2014,28469,Diesel,Automatic,First,18.25,1968,187.74,5,24370,0,0,1
2018,21488,Petrol,Automatic,First,14.3,1598,103.52,5,9720,0,1,1
2014,197000,Diesel,Manual,First,23.4,1248,74,5,5000,1,0,1
2009,138205,Diesel,Manual,Second,11.5,2982,171,7,10500,1,0,0
2012,160000,Diesel,Manual,Second,22.9,1248,74,5,3900,1,0,0
2012,67590,Petrol,Manual,First,17,1497,118,5,5650,1,1,1
2012,52000,Diesel,Automatic,First,15.26,2143,203.2,5,29950,0,0,1
2008,100000,Diesel,Manual,Second,17.8,1248,75,5,3000,1,0,0
2017,60048,Diesel,Manual,First,26.1,1498,99,5,6000,1,0,1
2009,48000,Petrol,Manual,First,20.36,1197,78.9,5,2110,1,1,1
2011,100000,Petrol,Manual,First,19.7,796,46.3,5,1500,1,1,1
2006,80010,Petrol,Manual,Second,20.4,1197,81.8,5,2850,1,1,0
2017,26493,Diesel,Automatic,First,19.27,2143,170,5,33640,0,0,1
2011,96000,Diesel,Manual,Second,17.88,1396,52.8,5,910,1,0,0
2014,45700,Petrol,Manual,Second,22.74,796,47.3,5,2420,1,1,0
2005,13000,Petrol,Automatic,First,9.3,2771,193.1,5,3250,0,1,1
2013,38000,Petrol,Manual,First,16.47,1198,73.9,5,2800,1,1,1
2019,8018,Petrol,Automatic,First,22,1197,81.8,5,8300,0,1,1
2010,144400,Diesel,Manual,Third,12.05,2179,120,8,5250,1,0,0
2010,152000,Diesel,Manual,First,17.8,1248,75,5,2900,1,0,1
2013,71000,Diesel,Automatic,First,18.88,1995,184,5,15000,0,0,1
2012,80000,Petrol,Manual,Second,25.4,624,37.5,4,530,1,1,0
2014,87143,Diesel,Manual,First,12.99,2494,100,8,12500,1,0,1
2012,25000,Petrol,Manual,First,18.4,1198,86.8,5,2750,1,1,1
2018,2000,Petrol,Automatic,First,23.84,1199,83.83,5,5000,0,1,1
2014,45239,Diesel,Manual,First,12.05,2179,120,8,7090,1,0,1
2011,101999,Diesel,Automatic,First,16.73,1995,218,5,19990,0,0,1
2014,74219,Diesel,Manual,First,21.43,1364,87.2,5,10750,1,0,1
2016,25000,Petrol,Automatic,First,18,1497,117.3,5,9450,0,1,1
2008,109606,Diesel,Manual,First,22,1582,126.2,5,2900,1,0,1
2015,36000,Diesel,Manual,First,26.59,1248,74,5,4700,1,0,1
2016,41810,Petrol,Manual,First,20.73,1373,91.1,5,7110,1,1,1
2014,93321,Diesel,Manual,First,22.7,1498,89.84,5,6250,1,0,1
2011,81000,Petrol,Manual,First,20.92,998,67.1,5,2200,1,1,1
2019,25717,Petrol,Automatic,First,19,1199,88.76,5,8860,0,1,1
2015,37000,Diesel,Manual,First,15.1,2179,140,7,9300,1,0,1
2017,56380,Diesel,Manual,First,18.49,1493,100,7,7570,1,0,1
2017,8000,Petrol,Manual,First,18.2,1199,88.7,5,7900,1,1,1
2018,14589,Petrol,Manual,First,16.1,1298,88.2,5,5650,1,1,1
2013,65088,Petrol,Manual,First,16.47,1198,73.9,5,3250,1,1,1
2019,24864,Diesel,Manual,First,20.5,1582,126.2,5,16270,1,0,1
2011,64831,Petrol,Manual,First,18.6,1199,79.4,5,3210,1,1,1
2013,38001,Diesel,Manual,First,25.8,1498,98.6,5,3900,1,0,1
2008,77000,Petrol,Automatic,Second,10,2496,157.7,5,6500,0,1,0
2016,27000,Diesel,Automatic,First,18.59,2993,265,5,48000,0,0,1
2016,39000,Diesel,Automatic,First,20.38,1968,143,5,18900,0,0,1
2015,131000,Diesel,Manual,First,26.59,1248,74,5,3600,1,0,1
2015,43000,Diesel,Manual,First,26.59,1248,74,5,5500,1,0,1
2011,68000,Diesel,Manual,Second,12.8,2494,102,7,7000,1,0,0
2016,45165,Diesel,Automatic,First,16.09,1995,184,5,41750,0,0,1
2007,120000,Diesel,Automatic,First,16.73,1995,218,5,10500,0,0,1
2014,86091,Diesel,Manual,First,15.1,2179,140,7,10090,1,0,1
2009,71499,Petrol,Manual,First,17,1497,118,5,3000,1,1,1
2014,50000,Diesel,Manual,First,17,2200,139.01,7,12000,1,0,1
2015,66000,Diesel,Manual,First,20.14,1498,88,5,4910,1,0,1
2010,45000,Petrol,Manual,First,16,1198,90,5,2000,1,1,1
2015,69189,Diesel,Manual,First,23.59,1364,67.06,5,5300,1,0,1
2014,40206,Diesel,Manual,First,19.01,1461,108.5,5,7220,1,0,1
2017,36723,Diesel,Automatic,First,18.56,1995,190,5,32570,0,0,1
2010,57500,Petrol,Manual,First,18.5,1197,80,5,2750,1,1,1
2018,43912,CNG,Manual,First,15.1,1196,73,5,4330,1,0,1
2011,52000,Diesel,Manual,First,17.8,1399,68,5,3750,1,0,1
2014,60952,Petrol,Automatic,First,16.8,1497,118,5,5910,0,1,1
2013,87192,Diesel,Manual,First,25.2,1248,74,5,4350,1,0,1
2014,58000,Diesel,Manual,First,24,1120,70,5,3250,1,0,1
2017,59500,Diesel,Automatic,First,14.75,2967,245,7,68000,0,0,1
2016,16650,Petrol,Manual,First,17,1198,74,5,5500,1,1,1
2018,34696,Petrol,Automatic,First,18,1497,117.3,5,12080,0,1,1
2018,42243,Diesel,Manual,First,27.39,1248,74,5,7480,1,0,1
2016,57824,Diesel,Manual,First,24,1120,70,5,5500,1,0,1
2011,110000,Diesel,Manual,First,19.3,1248,73.9,5,3500,1,0,1
2013,72000,Diesel,Automatic,First,0,2179,115,5,15500,0,0,1
2013,63455,Diesel,Manual,First,11.5,2982,171,7,19000,1,0,1
2017,17151,Diesel,Manual,First,27.3,1498,98.6,5,8400,1,0,1
2016,31001,Diesel,Manual,First,24.3,1248,88.5,5,7250,1,0,1
2014,42109,Diesel,Manual,First,23.4,1248,74,5,4250,1,0,1
2015,55000,Diesel,Automatic,Second,21.66,1498,103.52,5,5700,0,0,0
2013,30852,Petrol,Manual,First,22.74,796,47.3,5,2490,1,1,1
2011,65000,Petrol,Manual,Second,16.47,1198,73.9,5,3000,1,1,0
2015,65000,Diesel,Manual,First,26,1498,98.6,5,5950,1,0,1
2013,72000,Diesel,Manual,First,23.4,1248,74,5,2690,1,0,1
2014,29000,Diesel,Automatic,First,17.11,1968,174.33,5,26000,0,0,1
2015,32000,Petrol,Manual,First,17.8,1497,117.3,5,5500,1,1,1
2016,29875,Petrol,Manual,First,18.16,1196,86.8,5,4850,1,1,1
2018,32539,Diesel,Manual,First,24.3,1248,88.5,5,8390,1,0,1
2015,83090,Diesel,Manual,First,19.01,1461,108.45,5,7990,1,0,1
2016,62679,Diesel,Manual,First,21.19,1396,88.73,5,6950,1,0,1
2010,93000,Petrol,Manual,First,15.7,1390,75,5,1500,1,1,1
2006,44000,Petrol,Manual,First,17.7,1497,78,5,1550,1,1,1
2010,78400,Petrol,Manual,Second,15.6,1196,70,5,2750,1,1,0
2014,71300,Petrol,Manual,First,13.06,1598,102.53,5,4250,1,1,1
2015,18000,Petrol,Manual,First,20.36,1197,78.9,5,2850,1,1,1
2019,24013,Diesel,Automatic,First,12.81,1999,148.31,7,56140,0,0,1
2009,99100,Petrol,Automatic,Second,9.74,1984,208,5,10000,0,1,0
2003,62000,Petrol,Manual,Second,11.3,1298,83.1,8,1250,1,1,0
2017,14000,Diesel,Manual,First,26.59,1248,74,5,7500,1,0,1
2015,44811,Diesel,Automatic,First,17.11,1968,174.33,5,25810,0,0,1
2014,44000,Petrol,Manual,First,16.47,1198,74,5,4300,1,1,1
2010,136000,Diesel,Manual,Second,11.5,2982,171,7,11000,1,0,0
2010,144113,Diesel,Manual,Second,11.5,2982,171,7,11750,1,0,0
2012,94989,Petrol,Manual,First,12.8,2354,177.6,5,6580,1,1,1
2012,58133,Diesel,Manual,First,22.9,1248,74,5,4800,1,0,1
2008,61000,Petrol,Manual,Second,17.5,1198,70,5,1650,1,1,0
2017,27000,Diesel,Manual,First,17.1,1956,170,5,15000,1,0,1
2014,18050,Petrol,Manual,Second,25.4,624,37.5,4,1000,1,1,0
2007,145277,Petrol,Manual,First,15.3,1596,101,5,1650,1,1,1
2015,42000,Diesel,Manual,First,27.62,793,47,5,3600,1,0,1
2011,86000,Diesel,Manual,First,11.5,2982,171,7,11500,1,0,1
2015,42150,Diesel,Manual,First,27.62,793,47,5,3600,1,0,1
2015,30158,Petrol,Manual,First,21.1,814,55.2,5,3050,1,1,1
2011,47000,Diesel,Manual,Second,23.5,1498,90,5,6000,1,0,0
2013,39000,Petrol,Manual,First,16.47,1198,74,5,3750,1,1,1
2016,32125,Petrol,Manual,First,16.2,1199,74,5,6170,1,1,1
2017,58829,Diesel,Manual,First,24.3,1248,88.5,5,9050,1,0,1
2013,67559,Petrol,Manual,First,19.4,1198,86.8,5,4050,1,1,1
2013,55000,Petrol,Manual,First,17.5,1298,85.8,5,4250,1,1,1
2018,30000,Petrol,Manual,First,23.1,998,67.04,5,3750,1,1,1
2016,28000,Petrol,Automatic,First,13,1591,121.3,5,11850,0,1,1
2016,31826,Diesel,Manual,First,22.7,1498,89.84,5,8240,1,0,1
2016,64000,Diesel,Manual,First,17.8,1248,null,5,5990,1,0,1
2008,100009,Petrol,Manual,Second,13.1,1997,141.1,5,6500,1,1,0
2019,17201,Diesel,Automatic,First,12.51,2179,187.7,7,58910,0,0,1
2014,74345,Diesel,Manual,First,15.1,2179,140,7,8000,1,0,1
2015,58134,Petrol,Manual,First,16.47,1198,74,5,4640,1,1,1
2010,30566,Petrol,Automatic,First,19.2,1197,80,5,3320,0,1,1
2012,55231,Petrol,Manual,Second,20.36,1197,78.9,5,2780,1,1,0
2016,67774,Diesel,Automatic,First,14.81,1998,163.7,5,8950,0,0,1
2013,50319,Petrol,Automatic,First,12,1991,181.03,5,21950,0,1,1
2013,45000,Petrol,Manual,First,11.7,2359,134,5,7900,1,1,1
2007,43627,Petrol,Automatic,First,11.74,1796,186,5,29000,0,1,1
2013,45000,Diesel,Manual,First,22.07,1199,73.9,5,3250,1,0,1
2014,10500,Petrol,Manual,First,17.4,1497,117.3,5,5900,1,1,1
2017,21789,Diesel,Manual,First,24.3,1248,88.5,5,9880,1,0,1
2019,21134,Petrol,Manual,First,18.6,1197,81.86,5,8780,1,1,1
2011,90000,Diesel,Manual,Second,13.93,2179,138.1,7,2750,1,0,0
2014,51553,Diesel,Manual,First,21.64,1461,84.8,5,5980,1,0,1
2011,31000,Petrol,Automatic,First,10.9,2497,215,5,31000,0,1,1
2011,67422,Petrol,Manual,Second,14.53,1798,138,5,3550,1,1,0
2015,60519,Diesel,Manual,First,22.32,1582,126.32,5,6240,1,0,1
2009,34000,Diesel,Manual,First,19.3,1248,73.9,5,2190,1,0,1
2013,68434,Diesel,Manual,First,28.4,1248,73.75,5,5500,1,0,1
2014,17000,Petrol,Manual,First,24.07,998,67.1,5,2100,1,1,1
2011,43686,Petrol,Automatic,First,10.5,5000,503,4,50660,0,1,1
2012,22000,Diesel,Automatic,First,14.84,2143,170,5,14000,0,0,1
2013,79225,Diesel,Manual,First,22,1582,126.2,5,5500,1,0,1
2007,63000,Petrol,Manual,Third,14.2,1598,102,5,1200,1,1,0
2014,61922,Petrol,Manual,First,20.4,1197,81.8,5,5300,1,1,1
2015,85000,Diesel,Manual,First,23.9,1582,126.2,5,6300,1,0,1
2017,26192,Diesel,Automatic,First,17.9,2143,168,5,40470,0,0,1
2013,65000,Diesel,Manual,First,13,2982,168.5,7,16100,1,0,1
2014,44999,Diesel,Automatic,First,12.8,1968,167.6,5,25000,0,0,1
2008,81308,Diesel,Automatic,Second,13.2,1995,170,5,7950,0,0,0
2016,35000,Petrol,Manual,First,24.7,796,47.3,5,2650,1,1,1
2012,65349,Petrol,Manual,First,20.92,998,67.1,5,2810,1,1,1
2012,80000,Petrol,Automatic,First,15.64,1798,167.62,5,17500,0,1,1
2012,61000,Petrol,Manual,First,16.1,1197,85,5,3300,1,1,1
2019,31817,Petrol,Manual,First,22.5,998,67.04,5,5340,1,1,1
2016,41000,Diesel,Manual,First,21.14,1498,103.52,5,8500,1,0,1
2010,82606,Petrol,Manual,Second,16,1198,90,5,2690,1,1,0
2015,52000,Diesel,Manual,First,16,2179,140,7,11500,1,0,1
2011,50318,Petrol,Manual,First,18.5,1197,85.8,5,4060,1,1,1
2016,50000,Diesel,Automatic,First,17.9,2143,201.15,5,49000,0,0,1
2012,72000,Diesel,Manual,First,20.5,1598,103.5,5,4600,1,0,1
2015,63776,Diesel,Manual,First,24,1120,70,5,3960,1,0,1
2015,28133,Petrol,Manual,First,18.6,1197,81.86,5,5600,1,1,1
2017,45000,Diesel,Manual,First,22.95,1248,74,5,3750,1,0,1
2015,55697,Diesel,Manual,First,22.54,1396,88.73,5,5500,1,0,1
2012,62000,Diesel,Manual,Second,20.5,1598,103.5,5,3000,1,0,0
2011,48000,Petrol,Manual,First,16,1368,90,5,3000,1,1,1
2010,90246,Petrol,Manual,First,16.1,1298,88.2,5,2950,1,1,1
2015,80500,Diesel,Manual,First,25,1396,69,5,2450,1,0,1
2012,119000,Diesel,Automatic,First,14.84,2143,170,5,13990,0,0,1
2016,28541,Diesel,Automatic,First,11.57,2987,254.79,5,60750,0,0,1
2012,41000,Petrol,Manual,Second,16.8,1497,116.3,5,4500,1,1,0
2010,58000,Petrol,Manual,Second,18.5,1197,80,5,2500,1,1,0
2015,99000,Diesel,Manual,First,13,2982,168.5,7,20500,1,0,1
2014,31200,Petrol,Manual,First,18.9,1197,82,5,3900,1,1,1
2009,85000,Diesel,Manual,Second,15,1896,105,5,3500,1,0,0
2016,60924,Petrol,Automatic,First,15.63,1499,110.4,5,8300,0,1,1
2012,45000,Petrol,Manual,First,21.1,814,55.2,5,2500,1,1,1
2011,44000,Petrol,Automatic,First,19.15,1198,75.94,5,2650,0,1,1
2016,30534,Petrol,Automatic,First,19,1199,88.7,5,7420,0,1,1
2016,46399,Petrol,Manual,First,16.47,1198,74,5,4630,1,1,1
2008,42000,Petrol,Manual,First,19.7,796,46.3,5,1090,1,1,1
2011,67000,Diesel,Manual,First,22.32,1582,126.32,5,3800,1,0,1
2013,58000,Diesel,Automatic,First,10,2148,170,5,15750,0,0,1
2015,27000,Petrol,Manual,First,17.57,1193,88.7,5,5270,1,1,1
2012,39566,Petrol,Manual,Second,18.4,1198,86.8,5,2750,1,1,0
2016,14980,Diesel,Manual,First,27.3,1498,98.6,5,7400,1,0,1
2017,18491,Petrol,Automatic,First,24.07,998,67.1,5,3900,0,1,1
2000,90000,Petrol,Manual,Second,17.3,993,60,5,700,1,1,0
2015,118211,Diesel,Manual,First,22.54,1396,88.73,5,5900,1,0,1
2016,63316,Diesel,Manual,First,22.7,1598,118,5,9580,1,0,1
2014,42000,Diesel,Automatic,First,14.21,2143,203,5,24950,0,0,1
2015,25648,Petrol,Manual,First,13.7,1399,98.82,7,4290,1,1,1
2011,67612,Diesel,Automatic,Second,14.21,2143,203,5,11500,0,0,0
2016,33000,Diesel,Manual,First,16,2179,140,7,9650,1,0,1
2015,20000,Petrol,Manual,First,20.36,1197,78.9,5,3750,1,1,1
2007,143000,Petrol,Manual,Second,14.2,1341,82.9,5,1100,1,1,0
2014,118218,Diesel,Automatic,First,12.07,2967,241.4,7,31410,0,0,1
2012,99000,Diesel,Manual,Third,12.05,2179,120,8,6000,1,0,0
2016,22700,Petrol,Manual,First,18.7,1199,88.7,5,5550,1,1,1
2017,28000,Diesel,Manual,First,14,2179,138.1,7,10910,1,0,1
2014,62000,Diesel,Manual,First,15.1,2179,140,7,7250,1,0,1
2012,107023,Diesel,Manual,First,22.07,1199,73.9,5,3900,1,0,1
2012,71082,Diesel,Manual,First,19.3,1248,73.9,5,3950,1,0,1
2013,60000,Diesel,Automatic,First,15.73,1968,174.33,5,22000,0,0,1
2014,21701,Petrol,Manual,First,23.1,998,67.04,5,3380,1,1,1
2011,56000,Petrol,Manual,First,16.8,1497,116.3,5,3450,1,1,1
2016,32450,Petrol,Manual,First,18.6,1197,81.83,5,5750,1,1,1
2016,12500,Petrol,Manual,First,25.17,799,53.3,5,2750,1,1,1
2019,20483,Diesel,Automatic,First,17.9,2143,136,5,30300,0,0,1
2014,45800,Diesel,Manual,First,22.7,1498,89.84,5,7500,1,0,1
2015,35441,Petrol,Manual,First,18.6,1197,81.83,5,6870,1,1,1
2015,86398,Diesel,Manual,First,12.99,2494,100.6,7,15200,1,0,1
2012,150000,Diesel,Manual,First,21.64,1461,84.8,5,3500,1,0,1
2014,89000,Diesel,Manual,First,25.2,1248,74,5,5850,1,0,1
2010,68375,Petrol,Manual,First,19,998,66.1,5,2500,1,1,1
2013,52000,Petrol,Manual,First,18.6,1197,85.8,5,3950,1,1,1
2017,39000,Diesel,Automatic,First,17.9,2143,136,5,27000,0,0,1
2014,68000,Petrol,Manual,Second,16.02,1373,93.7,7,6750,1,1,0
2007,71000,Petrol,Manual,Second,18.9,998,67.1,5,1500,1,1,0
2012,72003,Diesel,Manual,First,22.07,1199,73.9,5,3900,1,0,1
2014,135670,Diesel,Manual,First,22.7,1498,89.84,5,6550,1,0,1
2017,65850,Diesel,Manual,First,25.1,1498,98.6,5,9440,1,0,1
2015,53920,Petrol,Manual,First,14.28,1798,138.03,5,10770,1,1,1
2014,58000,Diesel,Manual,First,15.1,2179,140,7,7500,1,0,1
2016,4000,Petrol,Manual,First,24.7,796,47.3,5,3000,1,1,1
2010,58000,Diesel,Automatic,First,18.59,2993,265,5,11750,0,0,1
2016,29832,Petrol,Manual,First,21.1,814,55.2,5,3290,1,1,1
2016,71156,Diesel,Manual,First,26.59,1248,74,5,6500,1,0,1
2015,64687,CNG,Manual,First,31.79,998,58.33,5,3800,1,0,1
2011,54000,Diesel,Automatic,First,16.55,1968,147.51,5,18000,0,0,1
2009,75000,Petrol,Automatic,Second,13.7,1798,157.75,5,4950,0,1,0
2015,39208,Petrol,Manual,First,17.57,1193,88.7,5,4520,1,1,1
2014,41000,Diesel,Manual,First,17,2149,139.07,7,8000,1,0,1
2013,38622,Petrol,Manual,First,17.4,1497,117.3,5,6260,1,1,1
2016,18000,Petrol,Manual,First,16.95,1498,97.7,5,7500,1,1,1
2011,45000,Petrol,Automatic,First,14.4,1598,103.6,5,3350,0,1,1
2014,48656,Petrol,Automatic,First,15.74,1591,121.3,5,5500,0,1,1
2012,79000,Diesel,Automatic,First,22,1582,126.2,5,5250,0,0,1
2012,88000,Diesel,Automatic,First,16.55,1968,140,5,16250,0,0,1
2009,92000,Petrol,Manual,First,15.5,1586,103.3,5,2700,1,1,1
2019,9000,Diesel,Automatic,First,12.62,2198,158,7,32900,0,0,1
2008,50121,Petrol,Manual,First,20.4,1197,83.11,5,3410,1,1,1
2014,79000,Diesel,Manual,First,24,1120,70,5,4150,1,0,1
2014,46000,Diesel,Manual,Second,20.14,1498,88.8,5,5900,1,0,0
2012,100000,Petrol,Automatic,First,10,2496,157.7,5,11500,0,1,1
2015,41000,Petrol,Manual,First,18.6,1197,81.83,5,4750,1,1,1
2015,25000,Petrol,Automatic,First,24.07,998,67.1,5,3500,0,1,1
2014,71899,Diesel,Manual,First,20.77,1248,88.76,7,7250,1,0,1
2016,7100,Petrol,Automatic,First,23.1,998,67.04,5,4350,0,1,1
2018,38171,Petrol,Automatic,Second,22.5,999,67,5,4990,0,1,0
2013,70359,Diesel,Manual,First,12.05,2179,120,8,7650,1,0,1
2011,200000,Diesel,Manual,First,12.8,2494,102,7,9000,1,0,1
2017,26969,Diesel,Manual,First,22.07,1199,73.9,5,6900,1,0,1
2011,56500,Diesel,Manual,First,20,1399,68,5,2900,1,0,1
2014,40000,Diesel,Manual,First,20.45,1461,83.8,5,5750,1,0,1
2014,41000,Diesel,Manual,First,17,2200,139.01,7,8000,1,0,1
2017,53105,Petrol,Automatic,First,22.5,999,67,5,4410,0,1,1
2013,23000,Diesel,Manual,First,21.14,1498,103.52,5,4950,1,0,1
2016,80999,Diesel,Automatic,First,16,2179,140,7,14400,0,0,1
2012,82000,Diesel,Manual,First,20,1399,68.05,5,2950,1,0,1
2017,68557,Diesel,Manual,First,15.96,2523,62.1,7,8140,1,0,1
2016,34000,Diesel,Manual,First,20.64,1498,108.5,5,8450,1,0,1
2015,77000,Diesel,Manual,First,12.99,2494,100,8,12500,1,0,1
2012,48000,Diesel,Manual,First,15.1,2179,140,7,6500,1,0,1
2015,28232,Petrol,Manual,Second,15.8,1499,110,5,7720,1,1,0
2011,110000,Diesel,Automatic,First,16.96,1968,138.1,5,8000,0,0,1
2009,120000,Diesel,Manual,Second,13.93,2179,138,7,3000,1,0,0
2013,49000,Diesel,Automatic,First,8.2,2993,245,4,29000,0,0,1
2014,22000,Petrol,Manual,First,16.47,1198,74,5,4110,1,1,1
2015,14925,Petrol,Manual,First,18.5,1197,82.9,5,5370,1,1,1
2013,75000,Diesel,Manual,First,20.77,1248,88.8,7,6550,1,0,1
2015,23000,Petrol,Manual,First,17.4,1497,117.3,5,7000,1,1,1
2014,57000,Petrol,Manual,First,17,1497,118,5,5480,1,1,1
2013,76718,Diesel,Automatic,First,16.96,1968,138.03,5,6510,0,0,1
2016,138000,Diesel,Manual,First,25.8,1498,98.6,5,5150,1,0,1
2013,140000,Diesel,Manual,Second,15.1,2179,140,7,9000,1,0,0
2008,110000,Petrol,Automatic,Second,14.53,1798,138.1,5,2750,0,1,0
2012,73000,Diesel,Automatic,First,22.69,1995,190,5,12500,0,0,1
2017,63423,Diesel,Manual,First,23,1498,98.96,5,7690,1,0,1
2013,62132,Petrol,Manual,First,18.5,1197,82.85,5,4570,1,1,1
2013,51000,Petrol,Automatic,First,16.8,1497,118,5,4500,0,1,1
2015,75000,Diesel,Manual,First,23.2,1248,73.94,5,4900,1,0,1
2008,55410,Petrol,Manual,First,19.81,1086,68.05,5,1650,1,1,1
2015,41000,Petrol,Manual,First,18.2,1199,82.4,5,3250,1,1,1
2012,45000,Diesel,Manual,First,22.32,1582,126.32,5,6250,1,0,1
2018,53322,Petrol,Manual,First,15.8,1591,121.3,5,12130,1,1,1
2013,48000,Petrol,Manual,First,18.2,1199,82.4,5,3250,1,1,1
2013,72000,Diesel,Automatic,First,14.16,1968,174.3,5,29000,0,0,1
2013,50266,Petrol,Manual,First,17,1497,118,5,5530,1,1,1
2017,21800,Petrol,Manual,First,17,1497,121.36,5,8750,1,1,1
2014,45000,Diesel,Automatic,Second,12.07,2967,241.4,7,37900,0,0,0
2010,62000,Petrol,Manual,First,20.36,1197,78.9,5,2400,1,1,1
2014,41681,Petrol,Manual,First,17,1197,80,5,4550,1,1,1
2011,69313,Petrol,Manual,Second,17.5,1197,85.8,5,2650,1,1,0
2017,49000,Diesel,Manual,Second,25,1396,69,5,1600,1,0,0
2012,40471,Diesel,Automatic,Second,16.2,2993,235,5,25720,0,0,0
2013,60000,Diesel,Manual,First,22.9,1248,74,5,4150,1,0,1
2018,1001,Petrol,Manual,First,19,1194,94.68,5,7230,1,1,1
2008,38000,Petrol,Manual,Second,13.9,1599,103.2,5,2600,1,1,0
2008,66000,Diesel,Automatic,Second,16.07,1995,181,5,7250,0,0,0
2017,33901,Diesel,Manual,First,12.8,2494,102,8,14290,1,0,1
2011,57000,Diesel,Automatic,Second,14.94,2143,204,5,17250,0,0,0
2013,170000,Diesel,Manual,First,22.54,1582,126.2,5,7500,1,0,1
2014,60000,Diesel,Manual,First,23.2,1248,73.94,5,4350,1,0,1
2016,85000,Diesel,Manual,First,24.3,1248,88.5,5,8900,1,0,1
2016,146000,Petrol,Manual,Second,19.1,1197,82,5,3500,1,1,0
2014,56002,Diesel,Manual,First,26,1498,98.6,5,6100,1,0,1
2016,8554,Petrol,Manual,First,25.17,799,53.3,5,3200,1,1,1
2014,62322,Diesel,Manual,First,23.59,1364,67.06,5,4900,1,0,1
2015,37929,Petrol,Manual,First,24.07,998,67.1,5,3690,1,1,1
2016,5400,Petrol,Manual,First,23.84,1199,84,5,3980,1,1,1
2013,60000,Diesel,Manual,First,21.9,1396,90,5,2950,1,0,1
2014,55730,Diesel,Automatic,First,16.55,1968,147.51,5,15210,0,0,1
2015,62000,Diesel,Manual,First,28.4,1248,74,5,6300,1,0,1
2017,14576,Petrol,Manual,First,17,1198,73.75,5,6690,1,1,1
2017,17000,Petrol,Automatic,First,16,1497,117.3,7,9500,0,1,1
2009,28000,Petrol,Manual,First,17,1197,80,5,2650,1,1,1
2012,58200,Diesel,Manual,First,14.66,2199,194.3,7,7500,1,0,1
2018,12278,Petrol,Automatic,First,23.1,998,67.04,5,5630,0,1,1
2018,17665,Petrol,Manual,First,15.8,1591,121.3,5,11780,1,1,1
2004,200000,Diesel,Manual,Second,17.88,1396,52.8,5,850,1,0,0
2011,55893,Petrol,Manual,First,15.04,1598,103.6,5,3350,1,1,1
2015,60586,Petrol,Manual,First,23.1,998,67.04,5,4110,1,1,1
2015,13500,Diesel,Automatic,First,17.9,2143,136,5,25510,0,0,1
2017,30000,Petrol,Manual,First,22.74,796,47.3,5,3100,1,1,1
2018,12000,Diesel,Automatic,First,10.91,3198,197,7,33500,0,0,1
2017,65000,Petrol,Manual,First,17.57,1193,88.7,5,4800,1,1,1
2014,38000,Petrol,Manual,First,16.09,1598,103.5,5,3490,1,1,1
2012,25000,Petrol,Manual,Second,17.5,1373,91.1,7,5150,1,1,0
2011,100000,Diesel,Automatic,First,14,2987,224,5,14410,0,0,1
2014,13710,Petrol,Manual,First,16.2,1199,74,5,4750,1,1,1
2015,100000,Diesel,Automatic,First,12.55,2982,168.5,7,19000,0,0,1
2017,17000,Petrol,Manual,First,23.1,998,67.04,5,4900,1,1,1
2008,89000,Diesel,Automatic,Second,16.07,1995,181,4,6300,0,0,0
2006,100173,Petrol,Manual,Second,16.9,1497,100,5,2400,1,1,0
2009,97000,Petrol,Manual,First,13.17,1999,114,5,3000,1,1,1
2016,40190,Petrol,Manual,First,18.06,1198,74.93,5,4250,1,1,1
2016,29647,Diesel,Manual,First,20.14,1498,88,5,6300,1,0,1
2018,43639,Petrol,Manual,First,21.1,998,100,5,8150,1,1,1
2012,37333,Petrol,Manual,First,20.36,1197,78.9,5,3220,1,1,1
2018,48407,Petrol,Manual,First,18.6,1197,81.83,5,7650,1,1,1
2011,25000,Petrol,Automatic,First,10.37,2979,306,2,30000,0,1,1
2010,72400,Petrol,Manual,Second,20.36,1197,78.9,5,2300,1,1,0
2012,18000,Petrol,Automatic,First,13.6,1598,181,4,22000,0,1,1
2012,65167,Petrol,Manual,First,19.4,1198,86.8,5,3280,1,1,1
2016,25418,Petrol,Manual,First,20.73,1373,91.2,5,7090,1,1,1
2013,38995,Diesel,Manual,First,19.3,1248,73.9,5,6460,1,0,1
2012,60000,Diesel,Manual,First,22.07,1199,73.9,5,4000,1,0,1
2011,72000,Diesel,Automatic,First,17.05,1995,184,5,11000,0,0,1
2016,31075,Diesel,Automatic,Second,12.07,2967,241.4,7,49790,0,0,0
2015,4311,Diesel,Manual,First,25.83,1498,99,5,4800,1,0,1
2017,21000,Diesel,Automatic,First,21.76,1995,190,5,35000,0,0,1
